1026,10,6,7,29,2,5,14,0,1
5,929,35,40,18,10,28,12,20,3
0,16,1057,17,1,3,1,1,1,3
2,2,9,1029,1,14,5,13,24,1
8,15,5,25,985,8,17,4,32,1
0,2,2,3,0,990,62,5,34,2
6,13,3,0,7,26,1019,6,10,10
4,0,0,1,1,0,0,1091,3,0
0,0,1,0,0,0,0,0,1099,0
0,0,5,0,0,18,49,0,9,1019
